"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 19 04:33:40 GMT 2024","Thu Sep 19 04:33:42 GMT 2024","1323","Web automation Suit","Logout test","com.globant.academy.tests.LogoutTest","com.globant.academy.tests.LogoutTest","validateSuccessfulLogout","validateSuccessfulLogout",""
